rider_id,week_id,home_zone_id,delivery_platform,tier,avg_delivery_radius_km,primary_shift,avg_daily_active_hours,loyalty_weeks_active,avg_weekly_earnings_4wk,earnings_volatility_index,claim_history_score,zone_elevation_index,waterlogging_incidents_3yr,road_quality_score,zone_heat_island_index,rain_mm_7day_forecast,max_temp_forecast,wind_gust_kmh_forecast,aqi_forecast_avg,imd_alert_level_forecast,bandh_probability_score,platform_outage_7d_count,festival_calendar_flag,political_event_flag,w_risk,disruption_label,r_alert,loyalty_discount,premium_charged
R01563,80,velachery,swiggy,shield,3.44,evening,5.6,32,7553.0,0.4609,0.2411,2.19,13,3.38,2.36,54.0,32.4,25.5,65.0,1,0.212,0,0,0,0.853,0,0.75,0.7,44.33
R01564,94,adyar,blinkit,standard,9.76,afternoon,5.2,36,8004.0,0.1666,0.1198,2.67,8,6.4,2.05,49.7,26.2,23.7,186.0,1,0.2234,1,0,0,0.8387,0,0.75,0.7,30.38
R01565,182,perambur,swiggy,standard,6.47,afternoon,6.9,52,7376.0,0.3862,0.2016,2.74,10,3.69,2.67,74.5,32.9,35.7,135.0,2,0.06,1,0,0,0.8763,1,0.5,0.7,21.16
R01566,196,perambur,zomato,standard,8.42,evening,7.4,8,6441.0,0.1453,0.2174,2.65,8,4.2,2.68,74.9,27.7,55.2,166.0,2,0.0979,1,1,0,0.8561,1,0.5,0.9,26.58
R01567,112,t_nagar,blinkit,starter,7.49,night,12.8,12,9002.0,0.3348,0.2608,4.18,5,4.38,1.69,6.0,30.4,6.5,313.0,0,0.147,0,0,0,0.8414,0,1.0,0.85,27.89
R01568,189,chromepet,blinkit,standard,3.56,morning,7.8,32,8765.0,0.2605,0.0955,4.39,5,5.81,1.81,61.3,30.3,24.6,73.0,1,0.4947,1,0,0,0.8356,0,0.75,0.7,30.27
R01569,183,chromepet,swiggy,standard,4.39,morning,10.5,20,7106.0,0.595,0.0408,3.72,5,6.5,1.81,24.7,35.6,28.4,63.0,0,0.0662,1,0,0,0.8036,0,1.0,0.75,41.58
R01570,175,chromepet,swiggy,standard,4.31,evening,7.5,4,4922.0,0.1732,0.1978,3.9,5,5.79,1.53,12.3,35.7,46.7,80.0,2,0.2311,1,0,0,0.8092,0,0.5,0.95,26.52
R01571,157,sholinganallur,zomato,shield,8.7,evening,9.7,8,8331.0,0.4884,0.052,4.81,4,7.46,1.35,9.0,28.1,24.4,205.0,0,0.2139,1,0,0,0.8226,0,1.0,0.9,73.29
R01572,15,tambaram,zomato,shield,8.04,afternoon,7.4,52,3997.0,0.3689,0.1057,3.76,6,5.37,1.49,10.8,30.6,11.5,163.0,0,0.1186,2,0,1,0.7984,0,1.0,0.7,55.33
R01573,108,guindy,zomato,standard,5.19,evening,3.6,0,6278.0,0.1492,0.0131,6.44,2,7.45,1.45,4.3,26.9,43.1,145.0,1,0.2369,1,0,0,0.782,0,0.75,1.0,40.47
R01574,29,tambaram,zepto,standard,4.27,night,5.7,24,5435.0,0.2089,0.1927,4.31,7,4.81,1.64,52.5,35.2,26.8,63.0,1,0.1004,0,0,0,0.7973,0,0.75,0.7,28.88
R01575,26,velachery,blinkit,standard,4.46,evening,8.9,8,8029.0,0.2644,0.0585,1.89,14,4.21,2.37,129.9,27.8,113.9,70.0,4,0.1556,2,0,0,1.1135,1,0.0,0.9,0.0
R01576,68,adyar,zepto,shield,5.77,afternoon,7.2,32,6892.0,0.2658,0.0232,2.71,7,5.33,2.34,10.5,33.7,20.1,102.0,0,0.0975,3,0,1,0.7835,0,1.0,0.7,54.3
R01577,21,velachery,zomato,shield,6.7,afternoon,8.5,16,2603.0,0.1121,0.037,1.92,13,4.51,2.6,17.9,40.4,37.9,103.0,1,0.0551,0,0,0,0.8005,0,0.75,0.8,47.55
R01578,29,sholinganallur,zomato,starter,5.18,morning,7.8,36,5773.0,0.1065,0.1382,5.07,5,7.29,1.32,59.9,33.1,22.0,40.0,1,0.1062,1,0,0,0.7951,1,0.75,0.7,16.28
R01579,20,anna_nagar,zepto,standard,4.8,night,6.5,24,5570.0,0.5437,0.3399,6.9,2,7.36,0.7,7.6,33.8,16.7,149.0,0,0.0752,0,0,0,0.7769,0,1.0,0.7,37.53
R01580,17,sholinganallur,zepto,standard,5.86,afternoon,6.8,28,5486.0,0.451,0.1607,5.4,5,6.81,1.44,10.6,31.8,5.8,115.0,0,0.0977,2,0,1,0.7854,0,1.0,0.7,37.93
R01581,26,adyar,swiggy,starter,11.48,evening,8.6,40,7209.0,0.0694,0.2795,2.58,9,5.61,1.99,77.9,30.9,42.3,149.0,2,0.1717,1,0,0,0.8984,0,0.5,0.7,12.27
R01582,31,t_nagar,zomato,standard,4.25,evening,7.9,4,7052.0,0.4281,0.0605,4.91,6,4.46,1.77,146.9,32.2,78.8,147.0,3,0.1523,1,0,0,0.963,0,0.25,0.95,15.78
R01583,107,chromepet,swiggy,standard,8.97,evening,4.9,48,3610.0,0.312,0.4561,4.05,7,6.27,1.37,3.1,29.6,11.2,298.0,0,0.2072,1,1,0,0.7757,0,1.0,0.7,37.47
R01584,87,anna_nagar,blinkit,standard,6.46,night,5.6,16,7448.0,0.1384,0.1706,7.33,3,7.95,1.23,34.3,31.9,26.0,73.0,0,0.1038,3,0,0,0.7765,0,1.0,0.8,42.86
R01585,124,sholinganallur,swiggy,standard,5.74,morning,4.2,12,4765.0,0.1442,0.118,5.07,4,6.84,1.74,16.7,37.6,15.4,99.0,0,0.1268,2,0,0,0.7678,1,1.0,0.85,45.03
R01586,59,adyar,zomato,shield,10.71,night,13.1,16,9287.0,0.1713,0.3736,3.18,9,6.21,2.08,10.3,25.6,25.0,119.0,0,0.3336,1,0,0,0.8339,0,1.0,0.8,66.05
R01587,27,sholinganallur,zomato,shield,6.94,night,8.2,20,6732.0,0.7087,0.3823,4.61,5,6.98,1.61,106.0,31.6,24.6,77.0,2,0.0951,2,0,0,0.8686,1,0.5,0.75,32.25
R01588,6,chromepet,zomato,standard,3.88,evening,9.5,36,11237.0,0.3531,0.0264,4.36,5,5.78,1.46,6.2,25.6,24.6,336.0,0,0.2319,3,0,0,0.8348,0,1.0,0.7,40.32
R01589,13,anna_nagar,zepto,standard,2.35,afternoon,7.0,44,7286.0,0.1661,0.1906,7.04,1,8.46,1.28,8.9,33.3,7.6,161.0,0,0.2361,0,0,0,0.765,0,1.0,0.7,36.95
R01590,91,anna_nagar,swiggy,standard,7.51,night,8.2,20,5700.0,0.294,0.3391,7.29,2,7.83,0.65,48.6,30.7,34.2,198.0,1,0.0798,1,0,0,0.8123,0,0.75,0.75,31.52
R01591,185,royapuram,zepto,standard,2.84,morning,6.4,40,8063.0,0.1901,0.1883,2.71,13,2.78,2.93,49.6,35.1,31.6,62.0,1,0.1171,1,0,0,0.8295,1,0.75,0.7,30.05
R01592,95,royapuram,swiggy,starter,7.66,afternoon,11.4,12,6203.0,0.1999,0.0343,2.26,12,2.79,2.39,51.2,32.0,22.7,240.0,1,0.3248,0,1,0,0.8461,0,0.75,0.85,21.04
R01593,82,chromepet,swiggy,starter,5.69,evening,7.8,48,9456.0,0.6048,0.1877,3.93,5,6.07,1.52,101.6,31.6,22.9,96.0,2,0.0705,3,0,0,0.8658,0,0.5,0.7,11.82
R01594,155,velachery,zomato,standard,6.43,evening,10.9,4,8644.0,0.5336,0.1963,2.13,14,3.96,2.22,75.0,25.6,33.4,444.0,2,0.1504,1,1,0,0.936,0,0.5,0.95,30.68
R01595,45,tambaram,zomato,starter,6.95,afternoon,8.4,0,3688.0,0.0978,0.0977,4.16,8,5.43,2.07,48.4,28.7,31.6,128.0,1,0.282,3,0,0,0.8322,0,0.75,1.0,24.34
R01596,17,chromepet,zomato,shield,7.33,evening,9.3,8,4870.0,0.4508,0.173,4.67,5,6.22,1.35,8.1,33.3,10.3,88.0,0,0.0868,1,0,1,0.7947,0,1.0,0.9,70.8
R01597,167,perambur,zomato,standard,6.79,evening,4.8,28,5356.0,0.1294,0.4149,3.2,10,4.56,2.18,6.2,34.2,33.2,226.0,1,0.29,2,0,0,0.8113,0,0.75,0.7,29.39
R01598,140,sholinganallur,zomato,standard,5.84,night,10.3,0,7433.0,0.4178,0.3922,5.16,5,6.74,1.61,42.4,27.3,30.8,63.0,1,0.0799,1,0,0,0.8144,0,0.75,1.0,42.14
R01599,25,adyar,swiggy,starter,4.31,morning,10.9,8,8436.0,0.2657,0.1084,3.38,8,6.26,2.15,23.1,42.3,14.7,60.0,1,0.1157,1,0,0,0.8003,1,0.75,0.9,21.07
R01600,155,perambur,zomato,starter,5.01,morning,8.1,4,6976.0,0.2791,0.0538,2.87,9,4.34,2.21,101.9,27.6,27.2,193.0,2,0.3908,2,1,0,0.8694,1,0.5,0.95,16.11
R01601,93,t_nagar,swiggy,standard,6.83,night,6.3,16,8029.0,0.3354,0.1249,5.26,6,5.51,1.91,75.8,31.1,74.3,176.0,2,0.2263,2,0,0,0.913,0,0.5,0.8,25.2
R01602,39,perambur,swiggy,starter,6.88,night,8.8,12,3250.0,0.4344,0.0326,3.06,8,4.47,2.5,74.6,27.1,44.1,178.0,2,0.4936,1,0,0,0.9234,1,0.5,0.85,15.3
R01603,108,sholinganallur,zomato,standard,3.95,afternoon,6.5,16,6999.0,0.2455,0.1425,5.26,4,6.87,1.47,5.7,27.8,19.3,397.0,0,0.2234,1,0,0,0.8286,0,1.0,0.8,45.74
R01604,48,guindy,swiggy,starter,2.85,night,9.2,48,7165.0,0.6092,0.0966,6.2,3,6.98,1.47,154.7,27.0,83.4,219.0,3,0.1737,0,0,0,0.9489,1,0.25,0.7,6.48
R01605,42,t_nagar,zomato,standard,10.46,afternoon,8.3,32,8587.0,0.2992,0.0764,4.92,5,5.23,2.19,112.1,30.3,114.5,228.0,4,0.3148,1,0,0,1.039,1,0.0,0.7,0.0
R01606,171,tambaram,zepto,shield,5.87,afternoon,8.5,40,8714.0,0.3353,0.241,4.09,8,5.51,2.0,8.0,30.9,26.0,84.0,0,0.2509,1,0,1,0.7972,0,1.0,0.7,55.24
R01607,171,chromepet,swiggy,starter,6.8,night,7.1,28,5560.0,0.0748,0.0399,4.09,6,5.95,1.12,9.4,37.1,18.6,62.0,0,0.1096,1,0,1,0.77,0,1.0,0.7,21.02
R01608,175,chromepet,zepto,shield,1.41,afternoon,8.3,36,7896.0,0.458,0.0501,4.17,7,6.33,1.27,8.9,36.0,28.2,50.0,0,0.1487,0,0,0,0.7716,0,1.0,0.7,53.47
R01609,70,tambaram,zomato,starter,6.34,evening,8.3,4,5979.0,0.5924,0.3238,3.7,7,4.76,1.98,9.4,36.2,21.4,51.0,0,0.0889,1,0,0,0.8005,0,1.0,0.95,29.66
R01610,96,royapuram,blinkit,standard,7.06,evening,6.2,0,6032.0,0.5938,0.4545,2.12,11,3.07,3.06,124.6,27.9,92.6,220.0,4,0.4894,1,1,0,1.0721,1,0.0,1.0,0.0
R01611,145,anna_nagar,blinkit,standard,4.58,evening,9.5,20,7062.0,0.2734,0.0169,7.05,2,8.01,1.36,98.2,31.9,14.8,116.0,2,0.0642,1,0,0,0.7944,0,0.5,0.75,20.55
R01612,85,t_nagar,blinkit,standard,3.13,evening,7.4,24,6711.0,0.4995,0.3783,4.56,5,4.6,2.27,139.6,30.5,27.2,62.0,3,0.1035,2,0,0,0.8807,1,0.25,0.7,10.63
R01613,94,anna_nagar,zepto,starter,6.74,night,10.5,24,8324.0,0.7839,0.0184,6.19,1,8.67,1.07,49.7,30.4,60.9,141.0,2,0.0909,1,0,0,0.871,0,0.5,0.7,11.89
R01614,81,guindy,swiggy,starter,7.98,afternoon,6.3,48,8116.0,0.3141,0.1517,6.15,4,6.61,1.32,64.6,33.3,24.3,93.0,1,0.2708,1,0,0,0.8179,1,0.75,0.7,16.75
R01615,75,velachery,zepto,starter,2.8,evening,8.9,32,7193.0,0.2307,0.0638,1.78,15,3.95,2.21,41.9,34.9,32.8,121.0,1,0.2545,3,0,1,0.8515,1,0.75,0.7,17.43
R01616,93,tambaram,swiggy,shield,10.63,morning,11.2,36,3763.0,0.2381,0.1316,3.95,6,4.53,1.78,40.8,31.7,18.8,95.0,1,0.0858,2,0,0,0.8348,0,0.75,0.7,43.39
R01617,191,sholinganallur,zomato,starter,1.48,afternoon,7.3,0,6415.0,0.4593,0.2304,5.19,4,7.59,1.43,114.2,32.8,111.9,61.0,4,0.2258,0,0,0,0.965,1,0.0,1.0,0.0
R01618,28,royapuram,zepto,standard,4.96,afternoon,9.6,24,4225.0,0.4233,0.0567,1.96,12,2.85,2.81,65.0,32.2,12.9,116.0,1,0.3006,0,0,0,0.8926,0,0.75,0.7,32.33
R01619,175,tambaram,zomato,starter,6.29,evening,7.7,4,8787.0,0.1281,0.019,3.89,6,4.94,1.82,17.1,38.8,13.7,75.0,0,0.3025,0,0,0,0.7914,0,1.0,0.95,29.32
R01620,29,adyar,zomato,standard,7.42,morning,7.7,32,4849.0,0.0447,0.0252,3.97,8,6.66,2.04,51.4,34.2,36.0,111.0,1,0.2242,1,0,0,0.8249,0,0.75,0.7,29.88
R01621,95,royapuram,zomato,starter,7.03,evening,11.4,4,4716.0,0.2582,0.1302,1.98,11,3.14,2.79,77.8,31.0,64.0,98.0,2,0.2041,1,1,0,0.9156,0,0.5,0.95,16.96
R01622,99,royapuram,swiggy,shield,4.55,night,5.8,28,4350.0,0.0869,0.1751,2.04,11,2.98,2.83,130.4,29.2,55.9,187.0,3,0.1625,1,0,0,1.0011,1,0.25,0.7,17.34
R01623,145,t_nagar,blinkit,starter,6.75,afternoon,5.9,24,4931.0,0.3794,0.1534,4.89,6,4.71,2.34,244.9,29.6,71.1,250.0,4,0.3862,1,0,0,1.0617,1,0.0,0.7,0.0
R01624,103,chromepet,zomato,shield,9.12,evening,4.8,24,6996.0,0.467,0.2283,3.63,6,5.96,1.37,56.9,26.8,19.3,500.0,1,0.2869,0,1,0,0.8721,0,0.75,0.7,45.32
R01625,2,t_nagar,zomato,standard,8.1,morning,10.4,8,6558.0,0.3974,0.1084,5.0,4,5.28,2.18,8.9,30.0,7.1,203.0,0,0.2483,0,1,0,0.7694,0,1.0,0.9,47.78
R01626,192,chromepet,swiggy,starter,7.34,night,8.6,44,5475.0,0.435,0.4023,3.91,7,6.1,1.73,42.3,34.0,28.3,62.0,1,0.1937,1,0,0,0.8328,1,0.75,0.7,17.05
R01627,82,adyar,zepto,standard,6.33,evening,10.9,24,5970.0,0.31,0.2648,2.77,9,6.45,2.13,29.8,30.6,29.5,102.0,0,0.1312,0,0,0,0.8164,0,1.0,0.7,39.43
R01628,36,anna_nagar,zepto,standard,5.56,afternoon,7.4,16,7645.0,0.0858,0.1406,6.75,3,8.66,0.88,39.6,32.5,36.3,47.0,1,0.066,0,0,0,0.7776,1,0.75,0.8,32.19
R01629,83,velachery,swiggy,standard,2.24,morning,6.5,20,5773.0,0.4229,0.0896,1.03,14,3.76,2.37,55.4,29.8,24.4,130.0,1,0.1348,0,0,0,0.8562,0,0.75,0.75,33.23
R01630,42,perambur,zomato,standard,10.18,morning,8.1,0,7411.0,0.1735,0.3113,2.76,8,3.68,2.01,63.3,30.1,32.6,106.0,1,0.2526,1,0,0,0.8764,0,0.75,1.0,45.35
R01631,123,chromepet,swiggy,standard,3.67,afternoon,10.4,8,9855.0,0.1312,0.0666,3.75,7,5.94,1.16,27.6,39.2,58.3,36.0,2,0.0914,0,0,0,0.831,0,0.5,0.9,25.8
R01632,37,t_nagar,zomato,standard,8.62,night,8.0,40,5333.0,0.4621,0.3994,4.82,6,5.31,2.11,34.0,32.5,15.6,133.0,0,0.0822,1,0,0,0.8177,0,1.0,0.7,39.49
R01633,46,royapuram,blinkit,standard,3.43,afternoon,7.6,16,7097.0,0.1931,0.2177,2.14,11,2.61,2.82,129.4,31.4,29.4,108.0,2,0.425,1,0,0,0.9774,0,0.5,0.8,26.98
R01634,39,chromepet,swiggy,starter,9.12,afternoon,9.5,16,5985.0,0.3798,0.0511,3.63,6,5.89,1.35,138.0,31.9,67.2,262.0,3,0.1321,2,0,0,0.9982,1,0.25,0.8,7.79
R01635,143,perambur,blinkit,standard,8.11,evening,6.9,44,9731.0,0.0536,0.194,3.35,8,4.53,2.42,67.8,29.4,47.9,294.0,2,0.0676,4,0,0,0.9057,1,0.5,0.7,21.87
R01636,205,royapuram,zepto,starter,3.26,morning,7.6,4,6766.0,0.1698,0.2469,2.37,13,3.11,2.59,118.8,24.3,48.1,240.0,2,0.2623,0,0,0,0.9963,1,0.5,0.95,18.45
R01637,148,velachery,zomato,shield,5.19,evening,10.6,4,5788.0,0.1279,0.1309,2.35,13,4.93,2.78,72.5,27.7,38.0,170.0,2,0.3355,0,1,0,0.8515,0,0.5,0.95,40.04
R01638,64,sholinganallur,swiggy,standard,2.65,evening,6.5,20,7027.0,0.2816,0.0639,5.21,5,7.01,1.48,12.1,32.2,30.1,140.0,1,0.1125,2,0,0,0.7658,0,0.75,0.75,29.72
R01639,159,velachery,zomato,standard,4.54,evening,6.2,4,5114.0,0.0617,0.2541,1.85,14,3.71,2.23,4.7,24.6,24.2,352.0,0,0.2321,1,1,0,0.7683,0,1.0,0.95,50.36
R01640,111,perambur,zepto,standard,4.94,night,7.2,0,4037.0,0.1755,0.0548,2.96,10,3.49,2.1,6.0,28.5,12.3,185.0,0,0.2271,2,0,0,0.7888,0,1.0,1.0,54.43
R01641,74,guindy,zepto,starter,2.8,night,8.8,24,6363.0,0.0457,0.1313,5.59,3,7.21,1.53,21.8,36.2,30.3,64.0,1,0.066,1,0,1,0.7613,0,0.75,0.7,15.59
R01642,138,perambur,zepto,starter,5.66,evening,9.0,4,7082.0,0.1927,0.0926,2.89,10,4.22,2.65,60.4,34.7,54.9,58.0,2,0.1154,3,0,0,0.8903,0,0.5,0.95,16.5
R01643,119,tambaram,blinkit,starter,4.31,morning,5.3,0,6616.0,0.2753,0.4361,4.02,8,4.72,1.43,10.7,33.7,7.2,43.0,0,0.3382,0,0,1,0.7888,0,1.0,1.0,30.76
R01644,65,anna_nagar,zomato,standard,6.54,afternoon,7.1,0,3713.0,0.2011,0.083,6.47,2,8.31,1.03,8.5,32.8,26.0,32.0,0,0.0534,1,0,0,0.7668,0,1.0,1.0,52.91
R01645,168,royapuram,zepto,standard,5.6,afternoon,9.0,16,4962.0,0.3683,0.1537,1.77,12,2.76,2.97,3.2,32.0,20.4,100.0,0,0.107,2,0,0,0.7879,0,1.0,0.8,43.49
R01646,207,adyar,swiggy,standard,5.57,afternoon,6.0,40,9968.0,0.2744,0.2219,2.54,9,6.68,2.05,97.7,27.1,33.3,209.0,2,0.3888,1,1,0,0.8565,0,0.5,0.7,20.68
R01647,47,sholinganallur,zomato,starter,9.94,evening,12.9,0,8685.0,0.1708,0.0941,4.73,5,7.34,1.28,89.9,29.0,57.0,121.0,3,0.1876,3,0,0,0.9077,1,0.25,1.0,8.85
R01648,161,anna_nagar,swiggy,starter,6.77,afternoon,8.3,12,6769.0,0.4383,0.3043,6.96,2,8.39,1.16,4.0,26.6,6.4,325.0,0,0.3,0,0,0,0.8407,0,1.0,0.85,27.87
R01649,83,royapuram,zepto,standard,3.93,afternoon,5.6,4,5089.0,0.2115,0.1112,1.5,13,3.26,3.39,84.7,35.6,71.4,198.0,3,0.2597,2,0,0,0.9891,1,0.25,0.95,16.21
R01650,58,anna_nagar,zomato,standard,6.36,afternoon,5.6,16,5683.0,0.1996,0.2475,7.67,1,6.99,1.12,6.6,29.5,11.7,167.0,0,0.2426,1,0,0,0.7816,0,1.0,0.8,43.14
R01651,190,velachery,swiggy,shield,7.29,afternoon,2.0,12,5814.0,0.1539,0.1137,2.1,14,3.88,2.78,88.5,35.6,63.3,142.0,3,0.0551,0,0,0,0.9356,1,0.25,0.85,19.68
R01652,113,royapuram,blinkit,standard,4.71,evening,11.2,8,3109.0,0.4802,0.2543,2.4,13,3.37,2.98,9.9,30.1,10.0,187.0,0,0.0545,0,0,0,0.8063,0,1.0,0.9,50.07
R01653,147,t_nagar,zepto,standard,5.4,evening,5.9,0,7041.0,0.3998,0.2185,5.22,4,5.3,2.25,60.0,31.8,11.3,119.0,1,0.3181,0,1,0,0.7706,0,0.75,1.0,39.88
R01654,127,tambaram,zepto,starter,5.91,morning,11.2,4,6607.0,0.0363,0.125,3.78,6,5.75,1.97,42.2,38.7,21.0,48.0,1,0.109,2,0,1,0.8097,0,0.75,0.95,22.5
R01655,142,sholinganallur,zomato,standard,10.69,night,9.1,20,5153.0,0.2088,0.2289,5.51,3,6.78,1.43,52.6,33.7,35.0,99.0,1,0.0506,1,0,0,0.8217,0,0.75,0.75,31.89
R01656,77,anna_nagar,zomato,standard,7.12,evening,6.3,12,7019.0,0.4078,0.0791,6.78,1,8.04,1.02,31.9,39.1,27.2,46.0,0,0.0667,2,0,0,0.7859,0,1.0,0.85,46.09
R01657,174,perambur,zomato,standard,5.82,afternoon,7.5,28,9277.0,0.3793,0.0561,3.17,9,3.76,2.6,8.6,39.8,32.3,87.0,1,0.097,0,0,0,0.7842,0,0.75,0.7,28.41
R01658,120,sholinganallur,swiggy,standard,7.66,afternoon,8.9,8,8584.0,0.5827,0.1567,5.12,3,7.17,1.26,18.8,34.3,15.0,98.0,0,0.1279,0,0,1,0.8047,0,1.0,0.9,49.97
R01659,172,tambaram,zomato,shield,8.68,afternoon,11.6,0,6675.0,0.3671,0.2149,3.62,6,4.54,2.1,18.3,32.5,14.7,129.0,0,0.0507,4,0,1,0.8213,0,1.0,1.0,81.31
R01660,193,t_nagar,zomato,standard,6.3,evening,7.4,16,6738.0,0.1289,0.0337,4.35,4,4.7,2.33,57.2,31.4,29.3,111.0,1,0.1612,0,0,0,0.807,0,0.75,0.8,33.41
R01661,80,guindy,swiggy,standard,7.74,evening,11.1,16,5164.0,0.3078,0.2471,6.45,3,7.34,1.26,87.7,32.7,115.8,61.0,4,0.1326,1,0,0,0.9699,1,0.0,0.8,0.0
R01662,197,adyar,swiggy,standard,7.06,evening,7.3,44,8373.0,0.383,0.3023,3.22,8,6.26,1.85,46.7,29.9,19.9,146.0,1,0.2903,2,0,0,0.8428,0,0.75,0.7,30.53
R01663,29,tambaram,swiggy,shield,5.98,afternoon,7.9,4,5284.0,0.3149,0.085,4.33,7,5.0,1.55,59.4,34.4,24.7,55.0,1,0.2985,1,0,0,0.8366,0,0.75,0.95,59.02
R01664,88,guindy,zepto,standard,7.26,evening,7.2,4,5798.0,0.3977,0.0341,5.8,2,6.51,1.52,41.8,33.4,28.5,131.0,1,0.3007,1,0,0,0.8125,1,0.75,0.95,39.95
R01665,36,t_nagar,zomato,standard,5.58,afternoon,6.8,4,5538.0,0.1452,0.0064,4.51,4,5.44,2.06,49.0,29.5,16.7,82.0,1,0.3291,2,0,0,0.8132,0,0.75,0.95,39.97
R01666,114,royapuram,zepto,starter,5.05,afternoon,9.4,24,4147.0,0.4393,0.0221,1.71,13,2.99,2.92,8.3,30.9,11.5,120.0,0,0.4282,0,0,0,0.8155,0,1.0,0.7,22.26
R01667,147,adyar,blinkit,shield,2.97,afternoon,7.9,4,6281.0,0.192,0.2276,2.99,7,5.18,1.91,66.5,33.2,18.6,137.0,1,0.3994,0,1,0,0.7953,0,0.75,0.95,56.09
R01668,174,royapuram,zomato,standard,4.87,night,9.2,8,6528.0,0.5067,0.0906,2.04,11,3.03,2.66,18.7,38.5,24.4,74.0,0,0.0755,1,0,0,0.8078,1,1.0,0.9,50.17
R01669,64,velachery,blinkit,standard,6.93,morning,9.2,8,5404.0,0.4113,0.0343,1.86,15,3.86,2.32,9.4,29.3,20.8,321.0,0,0.059,1,0,0,0.8355,0,1.0,0.9,51.88
R01670,152,adyar,zepto,starter,8.31,night,4.5,8,7794.0,0.3293,0.5416,2.8,9,5.95,1.95,123.1,24.6,36.8,235.0,2,0.181,1,0,0,0.9432,0,0.5,0.9,16.55
R01671,184,anna_nagar,zomato,shield,12.67,evening,7.4,24,7092.0,0.1541,0.0502,7.08,1,7.84,1.16,116.2,33.7,25.7,100.0,2,0.0725,2,0,0,0.8192,1,0.5,0.7,28.39
R01672,22,tambaram,zomato,starter,8.04,morning,8.8,48,4012.0,0.0424,0.1481,4.21,8,5.24,1.71,75.7,37.1,49.5,124.0,2,0.1887,2,0,1,0.8784,0,0.5,0.7,11.99
R01673,83,royapuram,swiggy,standard,9.07,evening,9.1,16,6788.0,0.3154,0.1486,2.37,12,3.15,2.69,64.5,32.8,21.1,129.0,1,0.2258,1,0,0,0.8923,0,0.75,0.8,36.94
R01674,23,sholinganallur,swiggy,shield,3.44,night,13.4,44,7907.0,0.1457,0.524,4.54,4,7.8,1.35,41.5,38.6,47.4,86.0,2,0.1313,1,0,1,0.8369,1,0.5,0.7,29.0
R01675,119,guindy,zomato,standard,8.25,afternoon,8.7,20,4381.0,0.2774,0.1946,5.49,3,6.77,1.04,7.2,33.3,19.2,53.0,0,0.1481,0,0,1,0.7887,0,1.0,0.75,40.81
R01676,163,perambur,swiggy,shield,7.36,evening,8.1,12,5720.0,0.594,0.4463,2.68,8,3.77,2.12,16.5,28.0,5.9,96.0,0,0.2812,0,0,0,0.8284,0,1.0,0.85,69.71
R01677,203,adyar,zomato,shield,7.38,evening,8.7,0,5599.0,0.3384,0.2429,3.05,7,6.2,1.97,38.1,25.6,23.2,112.0,0,0.2999,0,0,0,0.8321,0,1.0,1.0,82.37
R01678,139,royapuram,zepto,standard,9.18,night,7.8,36,5930.0,0.3261,0.3469,2.18,13,2.74,3.0,44.8,35.3,69.4,63.0,2,0.1746,1,0,0,0.9312,1,0.5,0.7,22.49
R01679,48,t_nagar,zomato,standard,7.14,afternoon,4.5,20,6651.0,0.5074,0.1046,5.19,5,5.11,2.17,46.9,23.9,35.2,307.0,1,0.4124,1,0,0,0.874,0,0.75,0.75,33.92
R01680,69,perambur,swiggy,starter,3.52,night,2.0,4,4696.0,0.5121,0.1241,2.65,10,3.56,2.41,10.1,33.0,7.2,126.0,0,0.1718,0,0,1,0.7706,0,1.0,0.95,28.55
R01681,87,adyar,zomato,starter,6.87,afternoon,8.1,16,8531.0,0.2727,0.2714,2.91,7,6.12,1.86,47.9,34.0,19.8,25.0,1,0.1083,2,0,0,0.8269,0,0.75,0.8,19.35
R01682,41,anna_nagar,blinkit,standard,1.84,morning,9.1,24,4141.0,0.4572,0.3033,6.77,3,7.78,0.69,25.7,28.2,22.6,194.0,0,0.0794,0,0,0,0.7863,0,1.0,0.7,37.98
R01683,82,guindy,swiggy,starter,7.55,night,10.5,28,7691.0,0.3838,0.3369,5.76,2,6.85,1.65,71.8,32.2,56.1,76.0,2,0.2573,2,0,0,0.8847,0,0.5,0.7,12.07
R01684,92,tambaram,swiggy,shield,4.19,morning,7.1,8,4019.0,0.1425,0.0747,4.06,7,5.13,1.78,108.0,29.6,55.3,47.0,3,0.1585,0,1,0,0.8403,0,0.25,0.9,18.72
R01685,1,adyar,swiggy,standard,6.74,afternoon,7.7,16,7690.0,0.2789,0.1129,2.71,9,6.15,1.92,8.3,26.2,11.8,113.0,0,0.2012,2,0,0,0.7938,0,1.0,0.8,43.82
R01686,118,royapuram,zomato,starter,6.59,evening,8.8,12,4786.0,0.4493,0.0589,2.05,11,3.33,2.75,7.5,32.9,53.6,126.0,2,0.0738,1,0,0,0.8322,0,0.5,0.85,13.79
R01687,118,royapuram,zomato,shield,5.27,afternoon,7.1,12,7953.0,0.0494,0.2987,1.94,13,3.21,2.91,6.5,31.9,26.1,96.0,0,0.1298,0,0,0,0.7697,0,1.0,0.85,64.77
R01688,156,sholinganallur,zepto,shield,4.93,morning,5.7,20,6413.0,0.294,0.1746,4.93,4,6.29,1.42,6.3,30.0,28.1,169.0,0,0.4199,1,1,0,0.7462,0,1.0,0.75,55.41
